237,沈阳市,8,41.805865|123.432253
238,石家庄市,22,38.042307|114.51486
239,苏州市,23,31.298886|120.585316
240,三亚市,37,18.252847|109.511909
241,绍兴市,89,30.029753|120.580232
242,绥化市,128,46.653845|126.968887
243,四平市,130,43.16642|124.350398
244,宿迁市,147,33.963232|118.275198
245,汕头市,158,23.354091|116.681972
246,商丘市,177,34.414172|115.65637
247,石河子市,181,44.306097|86.080602
248,宿州市,185,33.646373|116.964356
249,朔州市,191,39.331595|112.432825
250,松原市,209,45.141789|124.825118
251,双鸭山市,213,46.646509|131.159133
252,上饶市,224,28.454863|117.943433
253,三明市,225,26.263407|117.638678
254,十堰市,228,32.629397|110.797991
255,随州市,234,31.690216|113.382458
256,神农架林区,239,31.743483|110.680448
257,邵阳市,240,27.238893|111.467791
258,三门峡市,249,34.772494|111.200135
259,韶关市,253,24.810403|113.597522
260,汕尾市,255,22.786211|115.375279
261,遂宁市,281,30.532847|105.592898
262,山南地区,314,29.237137|91.773134
263,日喀则地区,315,29.26687|88.880583
264,商洛市,321,33.870422|109.940477
265,石嘴山市,334,38.983236|106.383304
266,三沙市,361,None|None
267,天津市,7,39.084158|117.200983
268,太原市,26,37.87059|112.548879
269,唐山市,40,39.630867|118.180194
270,铁岭市,69,42.223769|123.726166
271,台州市,87,28.656386|121.420757
272,泰州市,95,32.455778|119.923116
273,泰安市,121,36.200252|117.087614
274,天水市,169,34.580864|105.724947
275,铜陵市,184,30.94543|117.812079
276,通辽市,197,43.65289|122.243444
277,通化市,207,41.728401|125.939697
278,天门市,237,30.663337|113.166078
279,屯昌县,276,19.351766|110.103415
280,铜仁地区,295,27.731515|109.189598
281,铜川市,318,34.896756|108.945233
282,吐鲁番地区,345,42.951384|89.189655
283,塔城地区,354,46.745364|82.980317
284,乌鲁木齐市,52,43.825592|87.616848
285,武汉市,6,30.593099|114.305393
286,威海市,42,37.513068|122.12042
287,无锡市,47,31.49117|120.31191
288,潍坊市,81,36.706774|119.161756
289,温州市,85,27.994267|120.699367
290,芜湖市,98,31.352859|118.432941
291,乌海市,195,39.655389|106.794249
292,乌兰察布市,200,40.994786|113.132585
293,梧州市,259,23.476963|111.279115
294,五指山市,268,18.775147|109.516925
295,文昌市,271,19.543322|110.797698
296,万宁市,272,18.795143|110.391073
297,文山州,305,23.400733|104.216248
298,渭南市,319,34.499995|109.509786
299,武威市,325,37.928265|102.638011
300,吴忠市,335,37.997461|106.198394
301,西安市,10,34.341568|108.940175
302,西宁市,28,36.617144|101.778228
303,厦门市,32,24.479834|118.089425
304,徐州市,39,34.205768|117.284124
305,湘潭市,55,27.829738|112.944049
306,邢台市,67,37.070589|114.504844
307,襄阳市,108,32.008986|112.122415
308,新乡市,111,35.302928|113.926975
309,许昌市,112,34.035506|113.85264
310,咸阳市,116,34.329605|108.708991
311,新余市,152,27.817809|114.917347
312,宣城市,182,30.940718|118.758816
313,忻州市,192,38.416663|112.734174
314,锡林郭勒盟,201,43.933454|116.048222
315,孝感市,231,30.924568|113.916903
316,咸宁市,233,29.841443|114.322492
317,仙桃市,236,30.360882|113.423482
318,湘西州,246,28.311948|109.739172
319,信阳市,250,32.146984|114.091023
320,西双版纳州,307,22.007351|100.797777
